측정시각,불량여부,사이클시간,성형사이클,배럴온도1,배럴온도2,배럴온도3,배럴온도4,호퍼온도,최대사출속도,사출압력,스크루위치,전환위치,계량시간,계량시작점,최대사출압,전환압력,계량시작위치,스크루속도,최소쿠션,계량종료점,감압시간
2024-05-07 08:42:30,0,16.64,16.66,210.0,200.2,195.1,190.0,40.1,78.34,1.34,6.42,8.13,4.9,10.87,1254.56,1189.7,10.89,47.46,6.42,,
2024-05-07 08:42:47,0,16.62,16.66,209.9,200.2,194.8,189.9,39.9,78.28,1.34,6.41,8.14,4.89,10.86,,,,,,,
2024-05-07 08:43:04,0,16.64,16.65,210.0,200.1,194.9,190.0,40.0,78.14,1.34,6.53,8.1,,,1256.43,1196.44,11.02,,6.53,63.11,0.33
2024-05-07 08:43:21,0,16.66,16.64,210.1,200.1,194.8,190.0,40.0,78.11,1.35,6.55,8.12,4.86,11.03,1281.74,1162.27,11.05,46.86,6.55,63.11,0.32
2024-05-07 08:43:38,0,16.66,16.68,210.1,200.1,194.9,190.1,40.2,78.18,1.36,6.49,8.11,4.85,10.96,1292.09,1131.71,10.97,,6.49,,
2024-05-07 08:43:55,0,16.66,16.66,210.0,200.0,195.0,190.0,40.1,78.18,1.36,6.49,8.11,4.87,10.99,1284.49,1160.9,11.0,46.98,6.49,63.11,0.32
2024-05-07 08:44:12,0,16.66,16.68,210.1,200.1,195.1,190.1,40.2,78.18,1.36,6.5,8.14,4.86,10.99,1277.63,1167.88,11.0,48.74,6.5,,
2024-05-07 08:44:29,0,16.64,16.68,210.1,199.9,195.1,190.0,40.1,78.1,1.35,6.61,8.13,4.86,11.08,1245.58,1201.8,11.1,,6.61,63.11,0.33
2024-05-07 08:44:46,0,16.64,16.66,209.9,199.9,195.0,190.0,40.1,78.27,1.33,6.45,8.13,4.92,10.89,1240.96,1212.65,10.9,46.38,6.45,,
2024-05-07 08:45:03,0,16.64,16.64,210.0,200.1,195.1,190.0,40.1,78.25,1.33,6.46,8.14,4.85,10.95,1258.05,1191.33,10.96,47.42,6.46,63.12,0.32
2024-05-07 08:45:20,0,16.62,16.66,210.0,199.9,195.1,190.1,39.9,78.21,1.34,6.53,8.11,4.87,11.01,1258.67,1195.82,11.02,46.89,6.53,63.11,0.33
2024-05-07 08:45:37,0,16.64,16.65,209.9,200.1,195.1,190.1,40.0,78.34,1.33,6.39,8.11,4.91,10.88,1273.14,1176.86,10.89,46.71,6.39,63.11,0.32
2024-05-07 08:45:54,0,16.64,16.64,210.0,200.0,195.0,190.0,40.0,78.24,1.34,6.45,8.13,4.86,10.9,1262.16,1181.22,10.92,46.57,6.45,63.12,0.32
2024-05-07 08:46:11,0,16.64,16.66,209.9,200.1,194.9,190.0,40.0,78.29,1.35,6.38,8.1,4.88,10.89,1262.04,1183.22,10.9,47.68,,63.11,0.33
2024-05-07 08:46:28,0,16.64,16.66,210.0,200.1,194.8,189.9,40.0,78.23,1.34,6.46,8.1,4.82,10.95,1270.77,1164.64,10.96,47.97,6.46,63.11,0.32
2024-05-07 08:46:45,0,16.66,16.66,210.0,200.1,194.8,190.0,40.1,78.23,1.36,6.5,8.11,4.81,11.01,,,,46.82,6.5,,
2024-05-07 08:47:02,0,16.66,16.66,210.0,199.9,195.1,190.0,40.2,78.13,1.36,6.56,8.14,4.85,11.03,1292.72,1147.8,11.05,47.74,6.56,63.11,0.32
2024-05-07 08:47:19,0,16.68,16.69,209.9,199.9,195.0,190.1,40.2,78.19,1.37,6.48,8.11,4.89,10.96,1259.79,1189.83,10.97,48.82,6.48,,
2024-05-07 08:47:36,0,16.66,16.68,210.0,199.9,194.9,189.9,40.1,78.17,1.36,6.52,8.1,4.85,11.02,1261.29,1191.08,11.03,47.93,6.52,,
2024-05-07 08:47:53,0,16.64,16.68,209.9,199.9,194.8,190.0,40.2,78.15,1.34,6.51,8.12,4.81,11.02,1251.44,1201.55,11.03,46.73,,,
2024-05-07 08:48:10,0,16.64,16.66,210.1,199.9,194.9,189.9,40.2,78.16,1.35,6.61,8.11,4.8,11.07,1245.33,1213.28,11.08,46.05,6.61,63.11,0.32
2024-05-07 08:48:27,0,16.64,16.66,210.0,199.9,194.8,189.9,40.1,78.24,1.35,6.5,8.13,4.8,10.95,1266.78,1184.84,10.95,47.95,,63.11,0.32
2024-05-07 08:48:44,0,16.66,16.66,210.1,199.9,194.8,189.9,40.2,78.19,1.36,6.49,8.14,4.84,10.98,1287.85,1155.91,10.99,48.46,6.49,63.12,0.32
2024-05-07 08:49:01,0,16.66,16.68,210.1,200.0,194.8,190.0,40.2,78.14,1.36,6.51,8.12,4.83,11.01,,,,,6.51,,
2024-05-07 08:49:18,0,16.66,16.66,210.1,200.1,194.9,190.0,40.2,78.25,1.35,6.46,8.11,4.81,10.92,1246.57,1191.2,10.93,48.27,6.46,,
2024-05-07 08:49:35,0,16.64,16.68,210.0,200.1,195.0,190.1,40.1,78.13,1.35,6.54,8.1,4.78,10.99,,,,,6.54,,
2024-05-07 08:49:52,0,16.64,16.66,210.0,200.1,195.1,190.0,40.1,78.14,1.34,6.58,8.14,4.83,11.04,1245.83,1215.4,11.06,45.76,6.58,,
2024-05-07 08:50:09,0,16.64,16.64,209.9,200.1,195.3,190.3,40.1,78.22,1.34,6.52,8.13,4.79,11.02,1264.78,1186.71,11.03,46.77,,,
2024-05-07 08:50:26,0,16.64,16.67,210.0,200.1,195.3,190.3,40.2,78.17,1.35,6.54,8.14,4.8,11.04,1293.34,1150.55,11.05,45.12,6.54,63.12,0.32
2024-05-07 08:50:43,0,16.66,16.67,209.9,200.1,195.3,190.3,40.1,78.19,1.36,6.53,8.14,4.82,11.01,1286.36,1155.66,11.03,46.65,6.53,63.11,0.32
2024-05-07 08:51:00,0,16.66,16.68,210.0,200.1,195.3,190.3,40.1,78.12,1.36,6.59,8.12,4.8,11.08,1287.48,1162.64,11.1,46.91,6.59,,
2024-05-07 08:51:17,0,16.66,16.66,210.0,200.1,195.3,190.3,40.2,78.29,1.35,6.42,8.1,4.83,10.91,1279.25,1160.77,10.92,46.71,6.42,,
2024-05-07 08:51:34,0,16.66,16.68,209.9,200.0,195.3,190.2,40.2,78.2,1.36,6.53,8.1,4.8,10.98,1253.06,1181.35,11.0,48.54,6.53,63.11,0.33
2024-05-07 08:51:51,0,16.66,16.66,210.0,199.9,195.1,190.0,40.1,78.14,1.36,6.59,,4.79,11.04,1250.07,1192.82,11.07,48.55,,,
2024-05-07 08:52:08,0,16.64,16.68,210.0,200.0,195.1,190.0,40.1,78.12,1.35,6.57,8.12,4.81,11.07,1264.03,1192.57,11.07,48.03,6.57,,
2024-05-07 08:52:25,0,16.64,16.66,210.0,199.9,195.0,190.0,40.1,78.12,1.34,6.55,8.12,4.8,11.06,1252.81,1205.54,11.06,46.72,,,
2024-05-07 08:52:42,0,16.64,16.64,210.0,200.0,194.9,190.0,40.1,78.06,1.33,6.63,8.13,4.79,11.13,1249.32,1213.77,11.14,45.5,6.63,63.11,0.32
2024-05-07 08:52:59,0,16.64,16.66,210.0,200.0,195.0,189.9,40.0,78.23,1.34,6.56,8.12,4.82,11.02,1250.07,1207.41,11.03,46.61,,63.11,0.33
2024-05-07 08:53:16,0,16.66,16.64,210.0,200.1,194.9,189.9,40.0,78.23,1.35,6.5,8.13,4.82,10.99,,,,46.98,6.5,,
2024-05-07 08:53:33,0,16.68,16.66,210.0,200.0,194.9,189.7,40.0,78.19,1.37,6.48,8.11,4.78,10.97,1279.5,1161.52,10.98,,6.48,,
2024-05-07 08:53:50,0,16.68,16.68,210.1,200.0,194.8,189.6,40.0,78.26,1.37,6.46,8.1,4.79,10.95,1299.45,1136.33,10.95,45.97,6.46,63.12,0.33
2024-05-07 08:54:07,0,16.68,16.68,210.0,199.9,194.8,189.7,40.0,78.17,1.37,6.52,8.13,4.77,11.0,1282.24,1164.51,11.01,49.21,6.52,,
2024-05-07 08:54:24,0,16.66,16.7,210.0,199.9,194.8,189.6,40.0,78.24,1.36,6.48,8.12,4.8,10.95,1274.63,1164.01,10.97,48.62,,,
2024-05-07 08:54:41,0,16.66,16.66,209.9,200.0,194.8,189.6,40.3,78.1,1.37,6.6,8.12,4.78,11.05,1259.67,1188.83,11.06,48.02,6.6,,
2024-05-07 08:54:58,0,16.66,16.69,209.9,199.9,194.8,189.6,40.3,78.04,1.36,6.65,8.14,4.8,11.14,1248.07,1209.78,11.14,46.91,6.65,63.11,0.32
2024-05-07 08:55:15,0,16.64,16.68,209.9,199.9,194.8,189.6,40.3,78.21,1.36,6.54,8.1,4.84,10.99,1254.18,1191.58,11.0,47.55,,,
2024-05-07 08:55:32,0,16.66,16.66,210.0,199.9,194.8,189.6,40.2,78.17,1.36,6.55,,4.82,11.04,1280.74,1175.36,11.06,48.66,6.55,63.11,0.32
2024-05-07 08:55:49,0,16.66,16.68,210.1,199.9,194.7,189.7,40.0,78.13,1.37,6.58,8.11,4.82,11.05,1268.15,1183.72,11.06,48.46,6.58,63.11,0.32
2024-05-07 08:56:06,0,16.66,16.68,210.0,199.9,194.8,189.8,40.0,78.21,1.37,6.48,8.14,4.8,10.95,,,,48.69,,63.11,0.33
2024-05-07 08:56:23,0,16.66,16.68,209.9,200.0,194.8,189.9,40.0,78.06,1.37,6.61,8.13,4.8,11.04,1246.82,1206.17,11.05,47.86,,63.11,0.32
2024-05-07 08:56:40,0,16.64,16.68,210.0,200.1,194.8,190.0,39.8,78.17,1.36,6.52,8.11,4.74,11.01,,,,46.43,6.52,63.11,0.33
2024-05-07 08:56:57,0,16.64,16.66,210.0,200.0,194.7,190.0,39.9,78.23,1.34,6.5,8.11,4.8,10.97,,,,46.9,,,
2024-05-07 08:57:14,0,16.64,16.66,209.9,200.1,194.6,190.0,40.0,78.21,1.35,6.51,8.13,4.78,10.98,1257.67,1199.93,11.0,47.78,,,
2024-05-07 08:57:31,0,16.66,16.66,209.9,200.1,194.7,190.0,40.1,78.19,1.36,6.48,8.12,4.85,10.97,1270.89,1176.11,10.98,47.76,,,
2024-05-07 08:57:48,0,16.66,16.66,210.0,200.1,194.8,190.0,40.3,78.18,1.35,6.5,8.12,4.82,10.98,,,,47.21,6.5,,
2024-05-07 08:58:05,0,16.66,16.66,210.0,200.1,194.8,190.0,40.3,78.13,1.36,6.57,8.1,4.81,11.03,1274.88,1168.63,11.05,47.49,6.57,,
2024-05-07 08:58:22,0,16.66,16.69,210.0,200.1,194.9,190.0,40.2,78.31,1.36,6.43,8.14,4.83,10.88,1272.14,1161.52,10.9,48.44,6.43,,
2024-05-07 08:58:39,0,16.66,16.68,210.0,200.1,195.1,190.2,40.0,78.23,1.37,6.46,8.11,4.78,10.95,1277.0,1163.02,10.95,48.85,,,
2024-05-07 08:58:56,0,16.68,16.68,210.0,200.1,195.1,190.3,39.9,78.09,1.37,6.59,8.12,4.83,11.07,1295.34,1152.17,11.08,46.62,6.59,,
2024-05-07 08:59:13,0,16.66,16.68,210.0,200.1,195.2,190.3,39.9,78.18,1.35,6.46,8.11,4.84,10.95,1280.99,1169.0,10.96,48.83,6.46,63.11,0.32
2024-05-07 08:59:30,0,16.64,16.68,210.0,200.1,195.3,190.3,39.9,78.19,1.34,6.46,8.14,4.83,10.94,1267.15,1177.11,10.96,47.36,,,
2024-05-07 08:59:47,0,16.66,16.64,210.0,200.1,195.3,190.3,40.0,78.07,1.34,6.6,8.11,4.77,11.07,1245.2,1230.36,11.09,42.16,6.6,,
2024-05-07 09:00:04,0,16.64,16.66,210.0,200.1,195.3,190.2,40.1,78.09,1.34,6.65,8.14,4.76,11.12,1244.7,1218.39,11.13,43.26,,,
2024-05-07 09:00:21,0,16.64,16.66,210.0,200.0,195.3,190.3,40.2,78.27,1.34,6.46,8.12,4.79,10.93,1247.2,1209.41,10.94,46.51,,,
2024-05-07 09:00:38,0,16.66,16.64,210.0,200.1,195.3,190.2,40.3,78.17,1.36,6.47,8.11,4.75,10.96,1286.36,1169.38,10.97,48.36,,,
2024-05-07 09:00:55,0,16.66,16.69,210.0,200.1,195.5,190.2,40.1,78.2,1.37,6.51,8.12,4.76,10.96,1269.27,1177.23,10.96,48.88,,63.11,0.32
2024-05-07 09:01:12,0,16.68,16.68,210.0,200.0,195.3,190.1,40.0,78.2,1.37,6.49,8.1,4.79,10.98,1258.05,1175.11,10.98,48.71,6.49,63.11,0.32
2024-05-07 09:01:29,0,16.68,16.68,210.0,200.1,195.1,190.1,40.0,78.16,1.37,6.54,8.1,4.79,11.01,1256.68,1191.83,11.02,,6.54,63.11,0.32
2024-05-07 09:01:46,0,16.66,16.68,210.0,200.1,195.1,190.2,39.9,78.19,1.36,6.53,8.1,4.82,10.97,1259.05,1190.83,10.99,47.47,6.53,,
2024-05-07 09:02:03,0,16.66,16.68,210.0,200.1,195.1,190.3,39.8,78.3,1.35,6.47,8.11,4.82,10.88,1257.8,1184.59,10.91,47.46,6.47,63.12,0.33
2024-05-07 09:02:20,0,16.66,16.66,210.0,200.1,195.1,190.2,40.0,78.14,1.36,6.52,8.13,4.83,11.0,1286.11,1155.41,11.01,46.58,6.52,63.11,0.32
2024-05-07 09:02:37,0,16.66,16.68,210.1,200.1,195.0,190.3,40.2,78.16,1.37,6.52,8.1,4.8,10.99,1276.01,1170.5,11.0,47.74,6.52,63.11,0.32
2024-05-07 09:02:54,0,16.64,16.68,210.1,200.1,195.0,190.2,40.2,78.11,1.36,6.58,8.1,4.79,11.04,1257.05,1186.96,11.04,47.66,,,
2024-05-07 09:03:11,0,16.66,16.67,210.0,200.1,195.1,190.1,40.2,78.19,1.36,6.5,8.11,4.84,11.0,1255.8,1197.31,11.01,48.33,,63.11,0.32
2024-05-07 09:03:28,0,16.66,16.68,210.0,200.0,194.9,190.1,40.2,78.23,1.36,6.5,8.12,4.8,10.99,1244.58,1204.17,11.01,47.55,6.5,63.11,0.32
2024-05-07 09:03:45,0,16.66,16.68,210.0,199.9,194.9,190.0,40.1,78.31,1.37,6.46,8.11,4.8,10.91,1252.19,1188.71,10.93,48.5,6.46,63.11,0.32
2024-05-07 09:04:02,0,16.68,16.66,210.0,199.9,194.8,189.9,40.0,78.12,1.37,6.57,8.12,4.82,11.04,,,,49.02,6.57,63.11,0.32
2024-05-07 09:04:19,0,16.66,16.68,210.0,199.9,194.9,189.9,40.0,78.18,1.36,6.56,8.13,4.83,11.05,1268.52,1178.98,11.06,48.05,,63.11,0.32
2024-05-07 09:04:36,0,16.64,16.68,209.9,199.9,194.9,189.8,39.9,78.11,1.35,6.6,8.11,4.8,11.04,1256.68,1197.56,11.05,46.65,6.6,63.11,0.32
2024-05-07 09:04:53,0,16.64,16.66,210.0,200.0,194.9,189.8,40.0,78.32,1.35,6.45,8.11,4.86,10.91,1257.3,1186.46,10.92,47.72,,,
2024-05-07 09:05:10,0,16.64,16.66,210.1,200.0,194.8,189.7,40.2,78.27,1.35,6.46,8.12,4.82,10.92,1257.8,1184.72,10.93,47.2,,,
2024-05-07 09:05:27,0,16.66,16.66,210.0,199.9,194.8,189.8,40.3,78.21,1.35,6.57,8.11,4.81,11.01,1242.83,1204.05,11.02,47.14,6.57,63.12,0.32
2024-05-07 09:05:44,0,16.68,16.66,210.0,200.0,194.8,189.9,40.3,78.12,1.38,6.54,8.11,4.82,11.0,1288.1,1148.3,11.02,47.64,6.54,63.11,0.32
2024-05-07 09:06:01,0,16.68,16.71,210.0,200.1,194.8,190.0,40.2,78.15,1.38,6.57,8.12,4.82,11.06,1291.35,1156.03,11.06,47.6,6.57,,
2024-05-07 09:06:18,0,16.68,16.7,210.0,200.0,195.0,190.0,40.2,78.17,1.38,6.54,8.11,4.8,11.03,1280.74,1159.9,11.04,48.77,6.54,,
2024-05-07 09:06:35,0,16.66,16.68,210.0,200.1,195.1,190.1,40.1,78.14,1.35,6.54,8.14,4.8,11.03,,,,47.87,,,
2024-05-07 09:06:52,0,16.64,16.66,210.0,200.1,195.1,190.2,40.1,78.15,1.34,6.56,8.13,4.82,11.03,1250.56,1201.3,11.04,,6.56,,
2024-05-07 09:07:09,0,16.64,16.67,209.9,200.1,195.2,190.2,40.0,78.09,1.34,6.61,8.12,4.77,11.08,1243.58,1227.74,11.09,,6.61,63.12,0.32
2024-05-07 09:07:26,0,16.66,16.64,210.0,200.1,195.2,190.3,40.1,78.16,1.34,6.56,8.1,4.77,11.01,,,,,6.56,63.11,0.32
2024-05-07 09:07:43,0,16.66,16.66,210.0,200.1,195.1,190.2,40.0,78.29,1.36,6.51,8.14,4.73,10.96,1265.65,1186.59,10.98,48.62,6.51,63.11,0.32
2024-05-07 09:08:00,0,16.68,16.69,210.0,200.0,195.0,190.2,40.0,78.2,1.38,6.51,8.09,4.79,10.97,1261.17,1181.97,10.99,49.12,6.51,63.11,0.32
2024-05-07 09:08:17,0,16.66,16.7,210.0,199.9,194.9,190.1,40.0,78.24,1.38,6.49,8.12,4.8,10.97,1244.95,1195.44,10.98,,6.49,,
2024-05-07 09:08:34,0,16.68,16.69,210.0,200.0,194.8,190.0,40.0,78.09,1.37,6.61,8.1,4.79,11.09,1243.83,1207.41,11.1,,6.61,,
2024-05-07 09:08:51,0,16.66,16.7,210.0,199.9,194.8,190.0,40.2,78.22,1.37,6.53,8.13,4.8,10.99,1271.64,1166.01,11.01,48.33,6.53,,
2024-05-07 09:09:08,0,16.66,16.66,210.0,200.1,194.8,190.0,40.3,78.21,1.35,6.55,8.11,4.79,11.04,1288.23,1162.02,11.05,45.53,6.55,,
2024-05-07 09:09:25,0,16.66,16.68,210.0,200.1,194.9,189.9,40.3,78.16,1.36,6.57,8.12,4.8,11.03,1289.47,1159.4,11.05,45.8,,,
2024-05-07 09:09:42,0,16.66,16.66,209.9,200.1,194.8,189.9,40.2,78.14,1.36,6.6,8.13,4.78,11.06,,,,46.63,6.6,,
2024-05-07 09:09:59,0,16.66,16.68,209.9,200.1,194.8,189.9,40.3,78.12,1.36,6.58,8.13,4.79,11.07,1287.48,1165.64,11.09,,,,
2024-05-07 09:10:16,0,16.64,16.68,209.9,200.0,194.9,189.9,40.2,78.17,1.35,6.55,8.14,4.77,11.03,,,,,6.55,63.12,0.32
2024-05-07 09:10:33,0,16.64,16.66,210.0,200.0,195.0,189.9,40.3,78.17,1.35,6.58,8.14,4.8,11.05,1243.58,1203.67,11.06,47.02,,,
