측정시각,불량여부,사출기,사이클시간,성형사이클,배럴온도1,배럴온도2,배럴온도3,배럴온도4,호퍼온도,스크루속도,사출압력,스크루위치,전환위치,계량시간,계량시작위치,계량시작점,최소쿠션,최대사출압,전환압력
2024-05-09 13:43:38,0,2호기,16.7,16.7,210.0,200.1,195.1,190.2,40.2,44.16,1.4,6.71,8.12,4.54,11.12,11.12,6.71,1238.405,1219.64
2024-05-09 13:43:55,1,2호기,16.72,16.72,210.1,200.0,195.1,190.1,40.2,7.13,1.42,6.73,8.14,4.53,11.19,11.19,6.73,1235.72,1207.41
2024-05-09 13:44:12,1,2호기,16.72,16.72,210.0,200.0,195.1,190.1,40.2,21.37,1.41,6.74,8.14,4.47,11.19,11.16,6.74,1238.22,1233.48
2024-05-09 13:44:29,1,2호기,16.7,16.74,210.1,200.1,195.2,190.1,40.1,24.75,1.4,6.67,8.13,4.52,11.11,11.1,6.67,1238.405,1229.61
2024-05-09 13:44:46,0,2호기,16.7,16.7,210.0,200.1,195.0,190.0,40.0,36.58,1.39,6.78,8.12,4.5,11.21,11.2,6.78,1236.97,1232.98
2024-05-09 13:45:03,0,2호기,16.68,16.72,210.0,200.1,194.9,190.0,39.9,41.56,1.38,6.75,8.11,4.5,11.2,11.19,6.75,1242.46,1232.23
2024-05-09 13:45:20,0,2호기,16.66,16.7,210.0,200.0,194.9,190.1,40.0,47.47,1.37,6.62,8.11,4.52,11.05,11.05,6.62,1261.29,1181.97
2024-05-09 13:45:37,0,2호기,16.68,16.68,210.2,199.9,195.0,190.0,40.1,46.74,1.39,6.67,8.11,4.56,11.11,11.1,6.67,1264.41,1178.61
2024-05-09 13:45:54,0,2호기,16.68,16.7,210.0,200.1,195.0,190.1,40.3,46.65,1.39,6.68,8.14,4.53,11.15,11.14,6.68,1246.82,1203.92
2024-05-09 13:46:11,0,2호기,16.68,16.7,210.0,200.1,195.0,190.1,40.3,47.67,1.39,6.66,8.13,4.53,11.13,11.11,6.66,1246.57,1223.63
2024-05-09 13:46:28,0,2호기,16.68,16.7,210.0,200.1,195.0,190.0,40.2,44.4,1.39,6.68,8.11,4.56,11.14,11.13,6.68,1236.97,1217.89
2024-05-09 13:46:45,0,2호기,16.68,16.7,209.9,200.0,194.9,189.9,40.0,45.15,1.38,6.71,8.12,4.54,11.15,11.14,6.71,1236.35,1220.26
2024-05-09 13:47:02,0,2호기,16.68,16.71,210.0,200.1,195.0,190.1,40.0,44.61,1.38,6.71,8.11,4.55,11.15,11.14,6.71,1237.72,1222.38
2024-05-09 13:47:19,0,2호기,16.68,16.7,210.0,200.0,194.9,190.0,40.0,48.65,1.39,6.67,8.11,4.59,11.08,11.07,6.67,1258.3,1190.33
2024-05-09 13:47:36,0,2호기,16.7,16.7,209.9,200.0,194.9,190.1,40.0,42.38,1.4,6.73,8.1,4.57,11.2,11.17,6.73,1239.09,1227.87
2024-05-09 13:47:53,1,2호기,16.7,16.72,209.9,200.0,194.9,189.9,40.1,29.73,1.41,6.74,8.14,4.53,11.16,11.15,6.74,1236.22,1223.63
2024-05-09 13:48:10,1,2호기,16.7,16.72,210.0,200.0,194.9,189.9,40.2,9.59,1.41,6.73,8.14,4.52,11.18,11.17,6.73,1236.35,1215.27
2024-05-09 13:48:27,0,2호기,16.68,16.72,209.9,200.0,195.0,190.0,40.1,39.57,1.39,6.69,8.14,4.56,11.11,11.11,6.69,1237.1,1223.63
2024-05-09 13:48:44,0,2호기,16.7,16.7,210.0,200.0,194.9,189.9,40.0,38.38,1.39,6.67,8.12,4.58,11.09,11.08,6.67,1234.98,1231.86
2024-05-09 13:49:01,0,2호기,16.72,16.7,209.9,200.1,194.9,190.1,40.0,45.53,1.39,6.77,8.12,4.6,11.15,11.14,6.71,1238.405,1218.89
2024-05-09 13:49:18,0,2호기,16.7,16.72,210.0,200.1,194.9,190.0,39.8,46.91,1.4,6.76,8.12,4.56,11.17,11.17,6.76,1250.44,1208.91
2024-05-09 13:49:35,0,2호기,16.68,16.72,210.0,200.0,195.0,190.1,39.8,42.63,1.39,6.71,8.11,4.59,11.15,11.14,6.71,1238.405,1230.36
2024-05-09 13:49:52,0,2호기,16.7,16.7,210.0,200.0,195.0,190.1,40.0,47.15,1.39,6.72,8.14,4.58,11.17,11.15,6.72,1248.32,1211.4
2024-05-09 13:50:09,0,2호기,16.7,16.7,210.0,200.0,195.2,190.3,40.0,46.49,1.38,6.74,8.1,4.56,11.17,11.16,6.74,1243.71,1223.63
2024-05-09 13:50:26,0,2호기,16.7,16.7,210.1,200.1,195.1,190.1,40.3,37.7,1.39,6.7,8.12,4.55,11.12,11.11,6.7,1236.47,1230.11
2024-05-09 13:50:43,1,2호기,16.7,16.72,210.0,200.1,195.1,190.1,40.3,19.56,1.4,6.74,8.13,4.57,11.15,11.13,6.74,1232.98,1223.13
2024-05-09 13:51:00,1,2호기,16.72,16.72,210.1,200.1,195.2,190.3,40.2,23.91,1.41,6.71,8.13,4.58,11.19,11.17,6.71,1233.85,1231.73
2024-05-09 13:51:17,1,2호기,16.76,16.72,210.0,200.1,195.1,190.1,40.0,19.2,1.45,6.79,8.14,4.57,11.22,11.2,6.79,1231.48,1036.93
2024-05-09 13:51:34,1,2호기,16.72,16.78,210.0,200.2,195.2,190.1,40.0,21.91,1.41,6.68,8.13,4.55,11.15,11.13,6.68,1236.1,1231.73
2024-05-09 13:51:51,1,2호기,16.72,16.72,210.0,200.2,195.1,190.1,40.0,16.51,1.41,6.71,8.13,4.56,11.14,11.13,6.69,1234.85,1223.63
2024-05-09 13:52:08,1,2호기,16.7,16.74,209.9,200.2,195.1,190.1,39.8,25.83,1.4,6.81,8.12,4.52,11.26,11.25,6.81,1236.22,1236.22
2024-05-09 13:52:25,0,2호기,16.7,16.7,209.9,200.2,195.1,190.1,39.9,38.81,1.39,6.93,8.12,4.54,11.38,11.36,6.93,1243.83,1223.63
2024-05-09 13:52:42,0,2호기,16.68,16.72,210.0,200.1,195.1,190.1,40.0,47.23,1.39,6.81,8.11,4.6,11.25,11.25,6.81,1260.92,1195.57
2024-05-09 13:52:59,0,2호기,16.68,16.7,210.1,200.1,195.0,190.1,40.1,47.92,1.39,6.69,8.11,4.55,11.12,11.11,6.69,1260.42,1223.63
2024-05-09 13:53:16,0,2호기,16.7,16.71,210.0,200.0,195.1,190.1,40.3,46.45,1.39,6.71,8.1,4.58,11.15,11.14,6.71,1244.83,1210.53
2024-05-09 13:53:33,0,2호기,16.7,16.72,210.1,199.9,195.0,190.1,40.2,46.32,1.39,6.69,8.13,4.58,11.09,11.08,6.69,1238.405,1209.28
2024-05-09 13:53:50,0,2호기,16.7,16.7,210.0,200.0,194.9,190.0,40.3,39.0,1.39,6.68,8.14,4.55,11.13,11.11,6.68,1235.6,1231.98
2024-05-09 13:54:07,0,2호기,16.68,16.72,209.9,200.0,195.0,190.0,40.0,37.63,1.38,6.76,8.13,4.52,11.19,11.18,6.76,1235.47,1230.24
2024-05-09 13:54:24,0,2호기,16.7,16.7,210.1,200.0,195.1,190.1,40.0,33.68,1.4,6.72,8.11,4.56,11.16,11.15,6.72,1237.59,1223.63
2024-05-09 13:54:41,0,2호기,16.7,16.72,210.0,200.0,195.0,190.0,40.0,41.46,1.4,6.74,8.11,4.5,11.15,11.14,6.74,1239.09,1226.87
2024-05-09 13:54:58,1,2호기,16.7,16.72,209.9,200.0,195.0,190.1,40.0,11.32,1.41,6.84,8.13,4.5,11.25,11.25,6.84,1235.6,1217.89
2024-05-09 13:55:15,0,3호기,16.7,16.72,210.2,199.9,195.1,190.1,40.2,32.33,1.41,6.65,8.13,4.56,11.13,11.12,6.65,1237.47,1223.63
2024-05-09 13:55:32,1,3호기,16.72,16.72,209.9,199.9,195.0,190.0,40.2,20.24,1.4,6.71,8.14,4.58,11.16,11.14,6.71,1235.6,1228.74
2024-05-09 13:55:49,1,3호기,16.7,16.72,210.0,200.0,195.1,190.0,40.2,20.73,1.4,6.7,8.13,4.57,11.16,11.14,6.7,1231.61,1226.99
2024-05-09 13:56:06,0,3호기,16.68,16.72,209.8,200.0,195.0,190.0,40.1,44.08,1.39,6.69,8.1,4.6,11.15,11.14,6.71,1237.72,1223.63
2024-05-09 13:56:23,0,3호기,16.7,16.71,210.0,200.1,195.1,190.2,40.1,47.08,1.39,6.74,8.11,4.59,11.18,11.16,6.74,1244.58,1223.63
2024-05-09 13:56:40,0,3호기,16.68,16.72,210.0,200.1,195.0,189.9,40.1,46.34,1.38,6.72,8.1,4.55,11.15,11.14,6.71,1260.92,1184.59
2024-05-09 13:56:57,0,3호기,16.68,16.7,210.0,200.1,195.1,190.0,40.0,46.24,1.38,6.76,8.13,4.55,11.15,11.14,6.71,1249.19,1223.63
2024-05-09 13:57:14,0,3호기,16.7,16.68,210.0,200.1,195.0,190.0,40.0,46.67,1.39,6.76,8.12,4.55,11.24,11.22,6.76,1247.82,1223.63
2024-05-09 13:57:31,0,3호기,16.68,16.72,209.9,200.1,194.9,190.0,40.1,45.93,1.38,6.78,8.12,4.58,11.22,11.2,6.78,1242.83,1223.63
2024-05-09 13:57:48,0,3호기,16.7,16.7,209.9,199.9,195.0,190.0,40.2,38.85,1.39,6.85,8.12,4.56,11.15,11.14,6.71,1238.59,1230.61
2024-05-09 13:58:05,0,3호기,16.7,16.7,209.9,199.9,194.9,190.0,40.2,37.19,1.4,6.68,8.14,4.56,11.11,11.09,6.68,1233.98,1230.36
2024-05-09 13:58:22,0,3호기,16.7,16.72,209.9,200.0,195.1,190.0,40.2,32.81,1.41,6.77,8.12,4.59,11.22,11.2,6.77,1234.6,1234.6
2024-05-09 13:58:39,0,3호기,16.7,16.72,210.0,199.9,195.1,189.9,40.1,43.71,1.4,6.72,8.13,4.59,11.16,11.14,6.72,1240.84,1223.63
2024-05-09 13:58:56,0,3호기,16.7,16.72,209.9,200.0,195.1,190.0,40.1,40.19,1.4,6.64,8.13,4.6,11.11,11.1,6.64,1238.84,1228.12
2024-05-09 13:59:13,1,3호기,16.74,16.72,210.0,199.9,195.1,189.9,40.0,17.97,1.45,6.76,8.14,4.59,11.19,11.17,6.76,1233.6,1031.82
2024-05-09 13:59:30,0,3호기,16.7,16.77,210.1,200.0,195.1,189.9,40.0,35.72,1.4,6.66,8.13,4.56,11.09,11.09,6.66,1234.85,1223.63
2024-05-09 13:59:47,0,3호기,16.7,16.7,210.0,200.1,195.1,189.9,40.0,42.88,1.39,6.72,8.11,4.55,11.2,11.19,6.72,1240.71,1227.49
2024-05-09 14:00:04,0,3호기,16.68,16.72,209.8,200.0,195.2,190.0,40.0,47.82,1.39,6.78,8.12,4.56,11.21,11.2,6.78,1260.29,1223.63
2024-05-09 14:00:21,0,3호기,16.7,16.7,210.0,200.1,195.2,189.9,40.1,47.22,1.39,6.67,8.14,4.58,11.13,11.11,6.67,1243.95,1223.63
2024-05-09 14:00:38,0,3호기,16.7,16.72,210.0,200.0,195.1,190.0,40.0,32.87,1.4,6.76,8.14,4.56,11.21,11.19,6.76,1235.22,1223.63
2024-05-09 14:00:55,0,3호기,16.68,16.72,210.0,200.0,195.1,190.0,40.0,43.75,1.39,6.71,8.12,4.56,11.15,11.13,6.71,1237.35,1223.63
2024-05-09 14:01:12,0,3호기,16.7,16.7,210.1,199.9,195.0,189.9,40.1,41.63,1.39,6.75,8.1,4.54,11.22,11.19,6.75,1243.46,1233.73
2024-05-09 14:01:29,0,3호기,16.7,16.7,210.0,199.9,195.0,189.9,40.2,41.53,1.38,6.74,8.1,4.52,11.16,11.15,6.74,1238.405,1227.49
2024-05-09 14:01:46,0,3호기,16.7,16.7,210.0,199.9,195.0,189.9,40.2,40.65,1.39,6.8,8.11,4.53,11.26,11.26,6.8,1238.97,1231.48
2024-05-09 14:02:03,0,3호기,16.68,16.72,210.0,199.9,194.9,189.9,40.2,47.89,1.39,6.65,8.13,4.57,11.1,11.1,6.65,1246.08,1198.56
2024-05-09 14:02:20,0,3호기,16.7,16.7,210.1,200.0,195.0,189.9,40.2,36.04,1.41,6.77,8.13,4.51,11.21,11.19,6.77,1239.22,1237.72
2024-05-09 14:02:37,0,3호기,16.7,16.73,210.0,200.0,195.1,189.9,40.2,34.6,1.41,6.75,8.14,4.58,11.19,11.18,6.75,1239.59,1236.47
2024-05-09 14:02:54,1,3호기,16.7,16.73,209.9,199.9,195.1,189.9,40.2,28.04,1.4,6.62,8.13,4.6,11.07,11.06,6.62,1237.1,1223.63
2024-05-09 14:03:11,1,3호기,16.7,16.72,210.0,200.0,195.0,189.9,40.2,10.5,1.41,6.76,8.14,4.58,11.22,11.21,6.76,1233.1,1223.63
2024-05-09 14:03:28,0,3호기,16.7,16.73,210.0,200.0,195.1,189.9,40.2,36.8,1.39,6.71,8.12,4.55,11.16,11.14,6.71,1235.35,1231.23
2024-05-09 14:03:45,0,3호기,16.7,16.7,210.0,200.1,195.1,190.0,40.1,47.17,1.39,6.77,8.13,4.55,11.22,11.2,6.77,1249.57,1212.9
2024-05-09 14:04:02,0,3호기,16.68,16.72,210.1,200.0,194.9,189.9,40.1,45.99,1.39,6.74,8.1,4.58,11.15,11.14,6.71,1255.8,1197.56
2024-05-09 14:04:19,0,3호기,16.68,16.7,210.1,200.1,194.9,189.9,40.1,46.48,1.39,6.72,8.11,4.54,11.2,11.19,6.72,1250.69,1223.63
2024-05-09 14:04:36,0,3호기,16.7,16.71,210.0,200.1,194.8,189.9,40.0,47.34,1.39,6.66,8.13,4.57,11.1,11.1,6.66,1252.31,1195.69
2024-05-09 14:04:53,0,3호기,16.72,16.7,210.0,200.0,194.8,189.9,39.9,35.99,1.4,6.77,8.13,4.57,11.24,11.21,6.77,1237.59,1223.63
2024-05-09 14:05:10,0,3호기,16.7,16.72,209.9,200.0,194.9,190.1,40.1,36.66,1.4,6.8,8.13,4.57,11.23,11.22,6.8,1234.85,1223.63
2024-05-09 14:05:27,1,3호기,16.68,16.72,210.0,200.0,194.8,189.9,40.0,23.42,1.4,6.76,8.13,4.56,11.19,11.18,6.76,1232.23,1227.49
2024-05-09 14:05:44,0,3호기,16.7,16.7,210.0,200.1,194.9,190.0,40.0,47.0,1.4,6.73,8.13,4.56,11.2,11.18,6.73,1241.21,1218.26
2024-05-09 14:06:01,0,3호기,16.72,16.7,210.1,200.0,194.9,189.9,40.0,44.67,1.4,6.68,8.1,4.57,11.13,11.12,6.68,1242.21,1227.99
2024-05-09 14:06:18,1,3호기,16.7,16.72,210.1,200.1,194.9,190.0,40.0,29.15,1.4,6.78,8.13,4.55,11.23,11.22,6.78,1236.6,1236.6
2024-05-09 14:06:35,1,3호기,16.7,16.73,210.1,199.9,194.9,189.9,40.0,19.19,1.4,6.8,8.14,4.58,11.15,11.14,6.71,1235.6,1223.63
2024-05-09 14:06:52,0,3호기,16.7,16.73,210.0,200.0,194.9,189.9,39.9,40.0,1.39,6.67,8.14,4.58,11.13,11.14,6.67,1238.405,1230.11
2024-05-09 14:07:09,0,3호기,16.68,16.7,209.9,200.0,194.9,189.9,39.9,45.41,1.38,6.66,8.11,4.55,11.1,11.1,6.66,1238.405,1221.01
2024-05-09 14:07:26,0,3호기,16.68,16.7,210.0,199.9,194.9,189.9,40.0,46.76,1.38,6.77,8.11,4.55,11.15,11.14,6.71,1238.405,1208.29
2024-05-09 14:07:43,0,3호기,16.7,16.68,210.0,199.9,195.0,189.9,40.2,48.41,1.39,6.69,8.12,4.55,11.18,11.18,6.69,1264.28,1189.21
2024-05-09 14:08:00,0,3호기,16.68,16.72,210.0,199.9,194.9,189.9,40.3,43.1,1.4,6.7,8.12,4.61,11.2,11.19,6.7,1238.09,1225.62
2024-05-09 14:08:17,0,3호기,16.68,16.7,210.0,200.0,195.0,189.8,40.0,47.8,1.39,6.55,8.13,4.58,10.99,10.99,6.55,1238.405,1204.17
2024-05-09 14:08:34,0,3호기,16.7,16.71,209.9,200.0,195.0,189.8,40.1,42.82,1.39,6.76,8.1,4.59,11.21,11.18,6.76,1238.405,1224.62
2024-05-09 14:08:51,0,3호기,16.7,16.7,209.9,199.9,194.9,189.8,40.0,44.57,1.38,6.66,8.13,4.58,11.12,11.11,6.66,1239.22,1220.38
2024-05-09 14:09:08,0,3호기,16.7,16.7,210.0,200.0,194.9,189.8,39.9,38.53,1.39,6.68,8.14,4.62,11.11,11.1,6.68,1237.1,1229.49
2024-05-09 14:09:25,0,3호기,16.7,16.7,210.0,200.0,195.1,189.9,39.8,44.53,1.39,6.66,8.1,4.61,11.07,11.05,6.66,1237.59,1223.63
2024-05-09 14:09:42,0,3호기,16.7,16.72,210.0,200.0,194.9,189.8,40.0,35.96,1.41,6.65,8.14,4.59,11.15,11.14,6.71,1238.09,1236.35
2024-05-09 14:09:59,1,3호기,16.7,16.72,210.0,200.0,195.0,189.9,40.0,22.11,1.41,6.75,8.14,4.61,11.17,11.17,6.75,1238.405,1223.63
2024-05-09 14:10:16,1,3호기,16.72,16.73,210.0,200.0,194.9,189.9,40.3,24.52,1.4,6.66,8.13,4.63,11.15,11.14,6.71,1238.405,1232.36
2024-05-09 14:10:33,1,3호기,16.72,16.72,209.9,200.0,194.9,189.9,40.2,7.46,1.41,6.7,8.14,4.63,11.16,11.15,6.7,1232.61,1223.63
